image_id,label
0,0.0156241506338119
1,0.9879329800605774
2,0.0121994689106941
3,0.5766833424568176
4,0.99333655834198
5,0.9597761631011964
6,0.2648567259311676
7,0.9948121309280396
8,0.3510137498378753
9,0.8143576979637146
10,0.9835171699523926
11,0.071514219045639
12,0.033745739609003
13,0.640268087387085
14,0.0219103731215
15,0.9904674887657166
16,0.1837983131408691
17,0.9732959270477296
18,0.9910681843757628
19,0.9925408363342284
20,0.0881055891513824
21,0.992668628692627
22,0.922619104385376
23,0.992997407913208
24,0.3350772559642792
25,0.9651171565055848
26,0.9913636445999146
27,0.9991323351860046
28,0.8529369831085205
29,0.6664041876792908
30,0.6485321521759033
31,0.9977781176567078
32,0.0005970422644168
33,0.9897807836532592
34,0.9985201954841614
35,0.9978566765785216
36,0.5832809805870056
37,0.8235654830932617
38,0.4772853553295135
39,0.9978888630867004
40,0.001477705896832
41,0.9918278455734252
42,0.9773170351982116
43,0.0001959742075996
44,0.9978581070899964
45,0.9986628293991088
46,0.6467218399047852
47,4.868534464463892e-10
48,9.52566733758431e-06
49,0.3837484121322632
50,0.985722839832306
51,0.9903380274772644
52,0.0010030417470261
53,0.8383374810218811
54,0.8867576122283936
55,0.9883136749267578
56,0.9952594637870787
57,0.2534615397453308
58,0.9996114373207092
59,0.6818745732307434
60,0.4233339726924896
61,0.0265241283923387
62,0.7742651104927063
63,0.5471797585487366
64,0.9110298752784728
65,0.0269596483558416
66,0.998954176902771
67,0.9020223021507264
68,0.9415348768234252
69,0.7670068740844727
70,0.861080527305603
71,0.533674955368042
72,0.9987468719482422
73,0.9659441709518432
74,0.979447901248932
75,0.6077462434768677
76,0.9771462678909302
77,0.7178646326065063
78,0.6889229416847229
79,0.6941097974777222
80,0.1853718906641006
81,0.9993277788162231
82,0.9988387227058412
83,0.5805461406707764
84,0.9965786337852478
85,0.8830892443656921
86,0.9993578791618348
87,0.9990272521972656
88,0.003494530217722
89,0.8838398456573486
90,0.110936015844345
91,0.3776671588420868
92,0.9943960905075072
93,0.3442156910896301
94,0.875755786895752
95,0.9968921542167664
96,1.287904671798401e-09
97,0.9833885431289672
98,0.0019881478510797
99,0.0001703067246126
100,2.507635144866072e-05
101,0.9957455992698668
102,0.0035268487408757
103,0.5
104,0.964713454246521
105,0.8463827967643738
106,0.214904099702835
107,0.9997603297233582
108,0.9974486231803894
109,0.998400628566742
110,0.9323049783706664
111,4.208392056170851e-05
112,9.380081433807419e-11
113,0.6470426917076111
114,0.6035876870155334
115,0.999734342098236
116,0.7171119451522827
117,0.9576480388641356
118,0.0067295869812369
119,0.9981984496116638
120,0.99574214220047
121,0.9386109113693236
122,0.8734613060951233
123,0.8521718382835388
124,0.9994182586669922
125,0.999896764755249
126,0.9883320927619934
127,0.9084868431091307
128,0.0098494477570056
129,0.0162621289491653
130,0.9840407371520996
131,0.9779927730560304
132,0.9660362601280212
133,0.9590089917182922
134,0.1787627041339874
135,0.8109837174415588
136,0.7436701059341431
137,0.982276976108551
138,0.9592535495758056
139,1.1938572015424145e-06
140,0.7656806707382202
141,0.9662647247314452
142,0.0286831557750701
143,0.9967633485794068
144,0.9986467957496644
145,0.427552580833435
146,0.8089723587036133
147,0.41358083486557
148,0.0809110477566719
149,0.3583578467369079
150,0.5409552454948425
151,0.000120671611512
152,0.985782027244568
153,0.9308724999427797
154,0.964823842048645
155,0.9974634647369384
156,0.6994107961654663
157,7.373007759881034e-11
158,0.5789499878883362
159,0.997719705104828
160,0.1368806958198547
161,0.045523528009653
162,0.9987913966178894
163,0.0362422354519367
164,0.8018649816513062
165,0.0050008818507194
166,0.0001349107915302
167,0.3004991710186004
168,0.9999058246612548
169,0.7567746043205261
170,0.0168091151863336
171,0.7841742038726807
172,0.0085075739771127
173,0.9399843215942384
174,0.9848042726516724
175,0.0651953816413879
176,0.987178921699524
177,0.9512072205543518
178,0.9952333569526672
179,0.3892064094543457
180,4.900227395410184e-06
181,0.9472960829734802
182,0.6238704323768616
183,0.4473355412483215
184,0.1118275299668312
185,0.0001531774905743
186,0.0077834711410105
187,6.578705506399274e-05
188,0.0049092778936028
189,0.0012239476200193
190,0.9631922841072084
191,0.8643538951873779
192,0.8854052424430847
193,0.9970667958259584
194,0.5057549476623535
195,0.3971679210662842
196,0.822474479675293
197,0.2229039371013641
198,0.2322607040405273
199,0.9567943215370178
200,0.9917717576026917
201,0.0866941735148429
202,8.199847798096016e-06
203,0.0508649013936519
204,0.9757728576660156
205,0.9475523233413696
206,0.9886619448661804
207,0.9918276071548462
208,0.9977516531944276
209,0.5218797922134399
210,0.9066941142082214
211,0.0143413096666336
212,0.9609997272491456
213,0.992014229297638
214,0.9953806400299072
215,0.8452726006507874
216,0.0056929877027869
217,0.9747037887573242
218,0.0520011782646179
219,0.7782577276229858
220,0.0013238934334367
221,0.9500342607498168
222,0.2998067438602447
223,0.6838589310646057
224,0.6857903599739075
225,0.992318034172058
226,0.9843024015426636
227,0.9980432987213136
228,0.9907121062278748
229,0.0142620233818888
230,0.9997355341911316
231,0.0013871849514544
232,0.9852116107940674
233,0.919301450252533
234,7.817759978934191e-06
235,0.9991604089736938
236,0.0229913610965013
237,0.9786517024040222
238,0.5391451120376587
239,0.8785033226013184
240,0.993293285369873
241,9.526552879890461e-09
242,0.9275533556938172
243,0.1573570370674133
244,0.9941190481185912
245,0.9682950377464294
246,0.9941798448562622
247,0.924508273601532
248,0.0261646453291177
249,0.9682989120483398
250,0.678087592124939
251,0.0545798987150192
252,0.8820828795433044
253,0.9994551539421082
254,0.0654088258743286
255,0.1825292706489563
256,0.9939311742782592
257,0.9382889270782472
258,0.9977977275848388
259,0.4355292022228241
260,0.9823312759399414
261,0.9974383115768432
262,3.391357677173801e-05
263,0.7066221833229065
264,0.9886038303375244
265,0.965543568134308
266,0.9987521171569824
267,0.2702403664588928
268,0.8055395483970642
269,0.9234495162963868
270,0.822828471660614
271,0.6627581715583801
272,0.9821696877479552
273,0.1605210900306701
274,0.5294076800346375
275,0.0630622804164886
276,0.9592573046684264
277,0.0128686716780066
278,0.7548151612281799
279,0.0005067847087047
280,0.9631702303886414
281,0.9994396567344666
282,0.9883978962898254
283,0.9940630793571472
284,0.0503189265727996
285,0.9498512148857116
286,0.6233406662940979
287,0.9149293303489684
288,0.93446683883667
289,0.9193735718727112
290,0.8136727213859558
291,0.3664300441741943
292,0.0001846140803536
293,0.0091305924579501
294,0.986876368522644
295,0.0065643833950161
296,0.3697883784770965
297,0.9994105100631714
298,0.4117338955402374
299,1.6726596774319091e-09
300,0.0004186240257695
301,0.9998396635055542
302,0.9983538389205932
303,0.7896043062210083
304,0.9951944947242736
305,0.0003424298483878
306,0.9977977275848388
307,0.2449478060007095
308,0.8708052635192871
309,0.9975443482398988
310,0.975782036781311
311,0.998698353767395
312,0.0137169258669018
313,0.9952892065048218
314,0.7644954919815063
315,0.999552309513092
316,0.9644133448600768
317,0.6877636313438416
318,0.9912554025650024
319,0.9984330534934998
320,0.0267598237842321
321,0.9998331069946288
322,0.981226682662964
323,0.0787160918116569
324,0.9988424181938172
325,0.0024409415200352
326,0.9343005418777466
327,0.0588083155453205
328,0.3369514048099518
329,0.9672713875770568
330,0.9764641523361206
331,0.9911670088768004
332,0.9878734946250916
333,0.4824323952198028
334,0.9975469708442688
335,0.9209995865821838
336,0.437648057937622
337,0.0002425284183118
338,0.0012878095731139
339,0.9523600339889526
340,0.9963700771331788
341,0.9211425185203552
342,0.9956642985343932
343,0.7991117238998413
344,0.9435855746269226
345,0.0065376539714634
346,0.9781022667884828
347,0.9230974912643432
348,0.3790996670722961
349,0.6347625255584717
350,6.982063950999873e-06
351,0.7882574200630188
352,0.9985393285751344
353,0.5042186975479126
354,0.1367300748825073
355,0.9984024167060852
356,0.001632182043977
357,0.9705418944358826
358,0.6218817830085754
359,0.8681674599647522
360,0.976184606552124
361,0.9065612554550172
362,0.99968683719635
363,0.0105456169694662
364,0.9958081245422364
365,0.4453634619712829
366,0.7368054986000061
367,0.9837114214897156
368,0.0004936080658808
369,0.9832826852798462
370,0.0011491877958178
371,0.8371096253395081
372,0.9998754262924194
373,0.2439078092575073
374,2.303142537130043e-05
375,0.9589043855667114
376,0.9675218462944032
377,0.9952548742294312
378,0.0352758355438709
379,0.9995309114456176
380,0.0049726036377251
381,0.1852578967809677
382,0.9691178798675536
383,0.9950985312461852
384,0.9990259408950806
385,0.9988825917243958
386,0.999066174030304
387,0.995622217655182
388,0.9411041140556335
389,0.944331169128418
390,0.7077429294586182
391,4.1041410721309735e-12
392,0.9990224838256836
393,0.3074723184108734
394,0.000183947966434
395,0.7302098274230957
396,0.8933995366096497
397,2.194982698711101e-05
